PageNumber,PageCount,ResultCount,ResultDateTime
1,1,2842,2021-01-25T13:15:16.1028942-07:00
stationNum,siteId,measType,measDate,value,flagA,flagB,flagC,flagD,dataSource,modified,measUnit
4596,US1COME0064,Precip,2019-09-20T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-21T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-22T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-23T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-24T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-25T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-26T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-27T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-28T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-29T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-09-30T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-01T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-02T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-03T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-04T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-05T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-06T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-07T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-08T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-09T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-10T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-11T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-12T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-13T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-14T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-10-16T22:19:57.7230000-06:00,in
4596,US1COME0064,Precip,2019-10-15T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-16T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-17T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-18T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-19T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-20T00:00:00.0000000-06:00,0.030000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-21T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-22T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-23T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-24T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-25T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-26T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-27T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-28T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-29T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-30T00:00:00.0000000-06:00,0.040000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-10-31T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-01T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-02T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-03T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-04T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-05T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-06T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-07T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-08T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-09T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-10T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-11T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-12T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-13T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-11-15T22:39:18.6870000-07:00,in
4596,US1COME0064,Precip,2019-11-14T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-15T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-16T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-17T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-18T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-19T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-20T00:00:00.0000000-07:00,0.120000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-21T00:00:00.0000000-07:00,0.120000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-22T00:00:00.0000000-07:00,0.010000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-23T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-24T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-25T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-26T00:00:00.0000000-07:00,0.160000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-27T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-28T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-29T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-11-30T00:00:00.0000000-07:00,0.340000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-01T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-02T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-03T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-04T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-05T00:00:00.0000000-07:00,0.080000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-06T00:00:00.0000000-07:00,0.010000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-07T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-08T00:00:00.0000000-07:00,0.020000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-09T00:00:00.0000000-07:00,0.150000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-10T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-11T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-12T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-13T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2019-12-15T22:26:04.7070000-07:00,in
4596,US1COME0064,Precip,2019-12-14T00:00:00.0000000-07:00,0.020000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-15T00:00:00.0000000-07:00,0.030000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-16T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-17T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-18T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-19T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-20T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-21T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-22T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-23T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-24T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-25T00:00:00.0000000-07:00,0.120000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-26T00:00:00.0000000-07:00,0.050000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-27T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-28T00:00:00.0000000-07:00,0.090000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-29T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-30T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2019-12-31T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:02.5070000-07:00,in
4596,US1COME0064,Precip,2020-01-01T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-02T00:00:00.0000000-07:00,0.110000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-03T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-04T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-05T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-06T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-07T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-08T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-09T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-10T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-11T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-12T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-01-15T22:41:04.5230000-07:00,in
4596,US1COME0064,Precip,2020-01-13T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-14T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-15T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-16T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-17T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-18T00:00:00.0000000-07:00,0.010000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-19T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-20T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-21T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-22T00:00:00.0000000-07:00,0.080000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-23T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-24T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-25T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-26T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-27T00:00:00.0000000-07:00,0.180000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-28T00:00:00.0000000-07:00,0.020000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-29T00:00:00.0000000-07:00,0.020000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-30T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-01-31T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-01T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-02T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-03T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-04T00:00:00.0000000-07:00,0.030000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-05T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-06T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-07T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-08T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-09T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-10T00:00:00.0000000-07:00,0.020000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-11T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-02-15T22:12:54.1570000-07:00,in
4596,US1COME0064,Precip,2020-02-12T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-13T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-14T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-15T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-16T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-17T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-18T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-19T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-20T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-21T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-22T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-23T00:00:00.0000000-07:00,0.010000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-24T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-25T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-26T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-27T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-28T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-02-29T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-01T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-02T00:00:00.0000000-07:00,0.010000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-03T00:00:00.0000000-07:00,0.000000,T,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-04T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-05T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-06T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-07T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-08T00:00:00.0000000-07:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-09T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-10T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-11T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-12T00:00:00.0000000-06:00,0.030000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-13T00:00:00.0000000-06:00,0.080000,,,,,NOAA,2020-03-15T22:24:01.0600000-06:00,in
4596,US1COME0064,Precip,2020-03-14T00:00:00.0000000-06:00,0.040000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-15T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-16T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-17T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-18T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-19T00:00:00.0000000-06:00,0.400000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-20T00:00:00.0000000-06:00,0.280000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-21T00:00:00.0000000-06:00,0.050000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-22T00:00:00.0000000-06:00,0.120000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-23T00:00:00.0000000-06:00,0.010000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-24T00:00:00.0000000-06:00,0.030000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-25T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-26T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-27T00:00:00.0000000-06:00,0.000000,T,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-28T00:00:00.0000000-06:00,0.360000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
4596,US1COME0064,Precip,2020-03-29T00:00:00.0000000-06:00,0.000000,,,,,NOAA,2020-04-15T23:11:34.6530000-06:00,in
